Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Salary Estimate Min,Salary Estimate Max,Salary Estimate Mean,Sentences in Job Description
Data Business Analyst,$50K-$86K (Glassdoor est.),3.9,TEKsystems,"Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),50.0,86.0,68.0,11
Junior Data Analyst,$50K-$86K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),50.0,86.0,68.0,1
Data Analyst,$50K-$86K (Glassdoor est.),4.6,"Conch Technologies, Inc","Charlotte, NC","Memphis, TN",51 to 200 employees,1979,Company - Private,Consulting,Business Services,$5 to $10 million (USD),50.0,86.0,68.0,1
Data Analyst,$50K-$86K (Glassdoor est.),3.2,Neo Prism Solutions,"Charlotte, NC","Schaumburg, IL",51 to 200 employees,1979,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),50.0,86.0,68.0,15
Data Management Analyst,$50K-$86K (Glassdoor est.),3.9,"TEKsystems, Inc","Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),50.0,86.0,68.0,12
Financial Data Analyst - Full Time,$50K-$86K (Glassdoor est.),3.7,Data Bridge Consultants,"Charlotte, NC","Charlotte, NC",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,50.0,86.0,68.0,21
Data analyst,$50K-$86K (Glassdoor est.),4.7,"Resource Logistics, Inc.","Charlotte, NC","Edison, NJ",51 to 200 employees,1997,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),50.0,86.0,68.0,10
Data Analyst,$50K-$86K (Glassdoor est.),3.9,Diverse Lynx,"Charlotte, NC","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),50.0,86.0,68.0,5
Senior CX Data Analyst,$50K-$86K (Glassdoor est.),3.2,Vanguard,"Charlotte, NC","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,50.0,86.0,68.0,36
Data Engineer/Analyst,$50K-$86K (Glassdoor est.),3.3,Vaco Technology,"Charlotte, NC","Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),50.0,86.0,68.0,7
Federal - Data Analyst,$54K-$75K (Glassdoor est.),3.7,Accenture Contractor Jobs,"Charlotte, NC","Charlotte, NC",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,54.0,75.0,64.5,8
Quality Data Analyst,$54K-$75K (Glassdoor est.),3.6,OrthoCarolina,"Charlotte, NC","Charlotte, NC",501 to 1000 employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),54.0,75.0,64.5,22
Data Visualization Analyst,$54K-$75K (Glassdoor est.),2.8,American Tire Distributors,"Huntersville, NC","Huntersville, NC",1001 to 5000 employees,1935,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD),54.0,75.0,64.5,18
Senior Data Analyst,$54K-$75K (Glassdoor est.),3.4,NTT DATA Corporation,"Charlotte, NC","Tokyo, Japan",10000+ employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),54.0,75.0,64.5,19
HR Data Analyst,$54K-$75K (Glassdoor est.),3.8,Apex Systems,"Charlotte, NC","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),54.0,75.0,64.5,11
Data Analyst/Business Analyst,$54K-$75K (Glassdoor est.),3.6,Signature Consultants,"Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),54.0,75.0,64.5,16
Data Analyst,$54K-$75K (Glassdoor est.),3.7,eTeam Inc.,"Charlotte, NC","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),54.0,75.0,64.5,1
Data Analyst,$54K-$75K (Glassdoor est.),2.0,AccessOne,"Fort Mill, SC","Fort Mill, SC",1 to 50 employees,1979,Company - Private,Unknown,Unknown,Less than $1 million (USD),54.0,75.0,64.5,42
BI Data Analyst,$54K-$75K (Glassdoor est.),2.9,"Nesco Resource, LLC","Fort Mill, SC","Cleveland, OH",1001 to 5000 employees,1956,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),54.0,75.0,64.5,23
Data Analyst,$54K-$75K (Glassdoor est.),4.1,RGP,"Charlotte, NC","Irvine, CA",1001 to 5000 employees,1996,Company - Public,Consulting,Business Services,$500 million to $1 billion (USD),54.0,75.0,64.5,18
Enterprise Data Office Analyst IV,$54K-$75K (Glassdoor est.),3.5,Truist,"Charlotte, NC","Charlotte, NC",10000+ employees,2019,Company - Public,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,54.0,75.0,64.5,49
Data Analyst/ Python with Banking Experience,$54K-$75K (Glassdoor est.),2.9,"Shimento, Inc.","Charlotte, NC","Benicia, CA",1 to 50 employees,1979,Company - Private,Unknown,Unknown,$1 to $5 million (USD),54.0,75.0,64.5,4
Data Analyst,$54K-$75K (Glassdoor est.),3.7,Parks Heating & Cooling,"Indian Trail, NC","Indian Trail, NC",51 to 200 employees,1973,Company - Public,General Repair & Maintenance,"Construction, Repair & Maintenance",$10 to $25 million (USD),54.0,75.0,64.5,8
Systems/Data Analyst,$54K-$75K (Glassdoor est.),3.6,Randstad,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,1979,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,54.0,75.0,64.5,3
Data Analyst (Real Time Data Consultant Needed),$54K-$75K (Glassdoor est.),4.6,"Conch Technologies, Inc","Charlotte, NC","Memphis, TN",51 to 200 employees,1979,Company - Private,Consulting,Business Services,$5 to $10 million (USD),54.0,75.0,64.5,2
Data Visualization Analyst,$54K-$75K (Glassdoor est.),5.0,PCR Staffing,"Huntersville, NC","Charlotte, NC",1 to 50 employees,1979,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),54.0,75.0,64.5,14
57072 - Market data Analyst - 100 % remote,$54K-$75K (Glassdoor est.),3.5,Tek Leaders,"Charlotte, NC","Plano, TX",501 to 1000 employees,2016,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),54.0,75.0,64.5,2
Application Programmer V/ Database Developer/ Data Analyst,$54K-$75K (Glassdoor est.),4.3,DATA Inc.,"Charlotte, NC","Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),54.0,75.0,64.5,3
Data Analyst,$54K-$75K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),54.0,75.0,64.5,1
Data Analyst,$54K-$75K (Glassdoor est.),3.7,LiveMindz,"Charlotte, NC","Dallas, TX",51 to 200 employees,1979,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,54.0,75.0,64.5,6
Data Standardization Analyst(s),$54K-$75K (Glassdoor est.),3.2,London Stock Exchange Group,"Charlotte, NC","London, United Kingdom",1001 to 5000 employees,1698,Company - Public,Stock Exchanges,Finance,$50 to $100 million (USD),54.0,75.0,64.5,47
DATA MGMT ANALYST,$54K-$75K (Glassdoor est.),4.1,Kforce,"Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),54.0,75.0,64.5,7
"Data Quality Analyst, Financial Services",$54K-$75K (Glassdoor est.),3.4,NTT DATA Services,"Charlotte, NC","Tokyo, Japan",10000+ employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),54.0,75.0,64.5,6
Data Analyst II,$54K-$75K (Glassdoor est.),4.0,Meridian Technologies,"Charlotte, NC","Farmington Hills, MI",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,54.0,75.0,64.5,8
Data Governance Analyst,$54K-$75K (Glassdoor est.),3.9,"TEKsystems, Inc","Charlotte, NC","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),54.0,75.0,64.5,16
Data Integration Analyst,$54K-$75K (Glassdoor est.),2.9,Cardinal Innovations Healthcare,"Charlotte, NC","Charlotte, NC",501 to 1000 employees,1979,Company - Public,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),54.0,75.0,64.5,22
Data Analyst with Banking Domain,$54K-$75K (Glassdoor est.),4.0,CYNET SYSTEMS,"Charlotte, NC","Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),54.0,75.0,64.5,9
Financial Data Analyst - Full Time,$54K-$75K (Glassdoor est.),3.7,dataBridge,"Charlotte, NC","Arden, NC",1 to 50 employees,1979,Other Organization,Unknown,Unknown,Unknown / Non-Applicable,54.0,75.0,64.5,18
Data Analyst - Metadata Analyst,$53K-$99K (Glassdoor est.),4.1,Collabera,"Fort Mill, SC","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),53.0,99.0,76.0,14
Business Data Analyst,$53K-$99K (Glassdoor est.),5.0,PCR Staffing,"Huntersville, NC","Charlotte, NC",1 to 50 employees,1979,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),53.0,99.0,76.0,16
Senior Data Analyst,$53K-$99K (Glassdoor est.),3.6,Randstad,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,1979,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,53.0,99.0,76.0,4
Senior Business Analyst / Data Analyst,$53K-$99K (Glassdoor est.),4.1,Kforce,"Charlotte, NC","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),53.0,99.0,76.0,7
Data Visualization Analyst - N.,$53K-$99K (Glassdoor est.),3.3,Vaco Technology,"Charlotte, NC","Brentwood, TN",501 to 1000 employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),53.0,99.0,76.0,3
Application Programmer V/ Senior Data Analyst,$53K-$99K (Glassdoor est.),4.3,DATA Inc.,"Charlotte, NC","Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),53.0,99.0,76.0,3
Trust Application Data Analyst,$53K-$99K (Glassdoor est.),2.3,"Infovisa, Inc.","Charlotte, NC","Cornelius, NC",1 to 50 employees,1979,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),53.0,99.0,76.0,17
Data Analyst,$53K-$99K (Glassdoor est.),3.7,Kindred at Home,"Mooresville, NC","Mooresville, NC",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,53.0,99.0,76.0,8
Data Analyst 127909,$53K-$99K (Glassdoor est.),3.2,Open Systems Technologies (NYC),"Charlotte, NC","New York, NY",51 to 200 employees,1990,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,53.0,99.0,76.0,2
Item Data Maintenance Analyst,$53K-$99K (Glassdoor est.),3.3,Lowe's,"Mooresville, NC","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),53.0,99.0,76.0,17
Marketing Data Analyst - Remote,$53K-$99K (Glassdoor est.),3.7,SGA Inc.,"Charlotte, NC","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),53.0,99.0,76.0,7
Technical Data Analyst,$53K-$99K (Glassdoor est.),2.8,American Tire Distributors,"Huntersville, NC","Huntersville, NC",1001 to 5000 employees,1935,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD),53.0,99.0,76.0,21
Data Analyst,$53K-$99K (Glassdoor est.),3.7,Trovetechs Inc,"Charlotte, NC","Charlotte, NC",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,53.0,99.0,76.0,3
Data Analyst Junior,$53K-$99K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Charlotte, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),53.0,99.0,76.0,1
Senior Data Analyst,$53K-$99K (Glassdoor est.),1.8,Driven Brands,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2006,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),53.0,99.0,76.0,3
Business + Data Analyst,$53K-$99K (Glassdoor est.),4.4,Tachyon Technologies LLC,"Charlotte, NC","Irving, TX",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),53.0,99.0,76.0,17
Data Stewardship Senior Analyst,$53K-$99K (Glassdoor est.),3.7,Data Bridge Consultants,"Charlotte, NC","Charlotte, NC",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,53.0,99.0,76.0,14
Data Analyst [Administrative],$53K-$99K (Glassdoor est.),3.7,Tax Management Assoc,"Charlotte, NC","Charlotte, NC",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,53.0,99.0,76.0,26
"Analyst, Product Content Data Quality",$53K-$99K (Glassdoor est.),3.3,Lowe's,"Mooresville, NC","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),53.0,99.0,76.0,11
"QA Analyst Big Data/ETL - Charlotte, NC (W2 ONLY)",$53K-$99K (Glassdoor est.),4.1,Canvas InfoTech Inc.,"Charlotte, NC","Fremont, CA",1 to 50 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),53.0,99.0,76.0,5
Data Stewardship Senior Analyst,$53K-$99K (Glassdoor est.),3.7,dataBridge,"Charlotte, NC","Arden, NC",1 to 50 employees,1979,Other Organization,Unknown,Unknown,Unknown / Non-Applicable,53.0,99.0,76.0,10
Big data analyst,$53K-$99K (Glassdoor est.),3.7,Data Bridge Consultants,"Charlotte, NC","Charlotte, NC",Unknown,1979,Unknown,Unknown,Unknown,Unknown / Non-Applicable,53.0,99.0,76.0,10
Reporting /Data Analyst,$53K-$99K (Glassdoor est.),3.8,"PruTech Solutions, Inc.","Charlotte, NC","Iselin, NJ",201 to 500 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),53.0,99.0,76.0,2
Application Architect V/ Data Analyst,$53K-$99K (Glassdoor est.),4.3,DATA Inc.,"Charlotte, NC","Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),53.0,99.0,76.0,5
Sr. Data Technology Analyst,$53K-$99K (Glassdoor est.),3.7,Bank of America,"Charlotte, NC","Charlotte, NC",10000+ employees,1904,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),53.0,99.0,76.0,8
"Data Optimization Analyst (Position In Hickory, NC)",$53K-$99K (Glassdoor est.),3.7,Transportation Insight,"Charlotte, NC","Hickory, NC",51 to 200 employees,1999,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),53.0,99.0,76.0,46
Technology Control Analyst - AVP (Chief Data Office),$40K-$74K (Glassdoor est.),3.1,MUFG,"Charlotte, NC","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),40.0,74.0,57.0,24
DIGITAL DATA/INSIGHTS ANALYST,$40K-$74K (Glassdoor est.),3.0,Midan Marketing,"Mooresville, NC","Chicago, IL",1 to 50 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),40.0,74.0,57.0,8
Big data analyst,$40K-$74K (Glassdoor est.),3.7,dataBridge,"Charlotte, NC","Arden, NC",1 to 50 employees,1979,Other Organization,Unknown,Unknown,Unknown / Non-Applicable,40.0,74.0,57.0,1
Data Mgmt Analyst w/Traded Products,$40K-$74K (Glassdoor est.),3.6,Signature Consultants,"Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),40.0,74.0,57.0,13
Data Governance Business Information Analyst,$40K-$74K (Glassdoor est.),3.8,Brighthouse Financial,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,40.0,74.0,57.0,36
Data Analyst with Security Clearance,$40K-$74K (Glassdoor est.),3.6,Accenture Federal Services,"Charlotte, NC","Fairfax, VA",1001 to 5000 employees,1975,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),40.0,74.0,57.0,21
"Data Analyst, Data Activation",$40K-$74K (Glassdoor est.),3.3,Lowe's,"Mooresville, NC","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),40.0,74.0,57.0,28
QA Analyst with MongoDB / Big Data,$40K-$74K (Glassdoor est.),3.8,"PruTech Solutions, Inc.","Charlotte, NC","Iselin, NJ",201 to 500 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),40.0,74.0,57.0,6
"Sr. Analyst, Product Content Data Quality",$40K-$74K (Glassdoor est.),3.3,Lowe's,"Mooresville, NC","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),40.0,74.0,57.0,11
Data Visualization Analyst,$57K-$104K (Glassdoor est.),4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),57.0,104.0,80.5,19
Digital Marketing & ECommerce Data Analyst,$57K-$104K (Glassdoor est.),3.6,Vionic Group,"San Rafael, CA","San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),57.0,104.0,80.5,34
Senior Data Analyst,$57K-$104K (Glassdoor est.),3.9,Life360,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,57.0,104.0,80.5,43
Data Analyst,$57K-$104K (Glassdoor est.),3.0,NCSOFT,"San Mateo, CA","Seoul, South Korea",1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),57.0,104.0,80.5,25
Senior Data Analyst,$57K-$104K (Glassdoor est.),4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),57.0,104.0,80.5,11
Data Analyst,$57K-$104K (Glassdoor est.),5.0,LaunchDarkly,"Oakland, CA","Oakland, CA",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,57.0,104.0,80.5,31
Data Analyst,$57K-$104K (Glassdoor est.),3.8,Edmodo,"San Mateo, CA","San Mateo, CA",51 to 200 employees,2008,Company - Private,Education Training Services,Education,$5 to $10 million (USD),57.0,104.0,80.5,9
Data Analyst,$57K-$104K (Glassdoor est.),4.6,Doximity,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,57.0,104.0,80.5,34
Sr. Data Analyst (Marketing Department),$57K-$104K (Glassdoor est.),3.5,Freedom Financial Network,"San Mateo, CA","San Mateo, CA",1001 to 5000 employees,2002,Company - Private,Investment Banking & Asset Management,Finance,$500 million to $1 billion (USD),57.0,104.0,80.5,30
